relationship_id,skill_a_id,skill_b_id,skill_a_name,skill_b_name,relationship_type,confidence,composite_score,recommended_action,priority,priority_score,rationale
REL-4dbec51a-a39f-e311-9503-005056801da1-f2bdc51a-a39f-e311-9503-005056801da1,f2bdc51a-a39f-e311-9503-005056801da1,4dbec51a-a39f-e311-9503-005056801da1,Read a picture graph,Read a box plot,DISTINCT,0.9,0.38999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-4bbec51a-a39f-e311-9503-005056801da1-f7bdc51a-a39f-e311-9503-005056801da1,f7bdc51a-a39f-e311-9503-005056801da1,4bbec51a-a39f-e311-9503-005056801da1,Answer a question using information from a pictograph (1 symbol = 1 object),Answer a question using information from a scatter plot,DISTINCT,0.9,0.36428571428571427,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-24247029-47c9-4f98-aa35-485f99b746c7-e7a3bfaa-479d-e311-b77c-005056801da1,e7a3bfaa-479d-e311-b77c-005056801da1,24247029-47c9-4f98-aa35-485f99b746c7,Organize and represent data with up to three categories,Collect and organize data with up to six categories,DISTINCT,0.9,0.48999999999999994,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-efbdc51a-a39f-e311-9503-005056801da1-febdc51a-a39f-e311-9503-005056801da1,efbdc51a-a39f-e311-9503-005056801da1,febdc51a-a39f-e311-9503-005056801da1,Read a 2-category tally chart,Read a pictograph (1 symbol = more than 1 object),DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-f2bdc51a-a39f-e311-9503-005056801da1-fbbdc51a-a39f-e311-9503-005056801da1,f2bdc51a-a39f-e311-9503-005056801da1,fbbdc51a-a39f-e311-9503-005056801da1,Read a picture graph,Read a multi-category tally chart,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-4af74b76-37f4-46cb-8e85-4d368c66c71b-50334c9c-a69f-e311-9503-005056801da1,50334c9c-a69f-e311-9503-005056801da1,4af74b76-37f4-46cb-8e85-4d368c66c71b,"Determine the type of conflict present in a story (e.g., person vs. person/self/nature)",Determine if an addition or subtraction equation within 100 is true or false,DISTINCT,0.9,0.24000000000000002,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-48895bfe-deed-424c-9763-9da902319c58-b90ff61e-e69f-e311-9503-005056801da1,b90ff61e-e69f-e311-9503-005056801da1,48895bfe-deed-424c-9763-9da902319c58,"Isolate and then pronounce the initial, medial, or final sound in single-syllable words including those with long vowels and consonant blends (e.g., what is the middle sound in <i>goat</i>?)","Isolate and pronounce each sound in grade-appropriate words including those with consonant digraphs and consonant blends (e.g., what is the ending sound in <i>finish</i>?)",COMPLEMENTARY,0.5599999999999999,0.5249999999999999,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-b25a00f4-468a-484d-973d-16d56ef78edf-efbdc51a-a39f-e311-9503-005056801da1,b25a00f4-468a-484d-973d-16d56ef78edf,efbdc51a-a39f-e311-9503-005056801da1,Read an object graph,Read a 2-category tally chart,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-01bec51a-a39f-e311-9503-005056801da1-b25a00f4-468a-484d-973d-16d56ef78edf,b25a00f4-468a-484d-973d-16d56ef78edf,01bec51a-a39f-e311-9503-005056801da1,Read an object graph,"Read a bar graph with a <i>y</i>-axis scale by 2s, 5s, or 10s",DISTINCT,0.9,0.49999999999999994,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-01bec51a-a39f-e311-9503-005056801da1-f5bdc51a-a39f-e311-9503-005056801da1,f5bdc51a-a39f-e311-9503-005056801da1,01bec51a-a39f-e311-9503-005056801da1,Read a pictograph (1 symbol = 1 object),"Read a bar graph with a <i>y</i>-axis scale by 2s, 5s, or 10s",DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-4dbec51a-a39f-e311-9503-005056801da1-b25a00f4-468a-484d-973d-16d56ef78edf,b25a00f4-468a-484d-973d-16d56ef78edf,4dbec51a-a39f-e311-9503-005056801da1,Read an object graph,Read a box plot,DISTINCT,0.9,0.38999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-4dbec51a-a39f-e311-9503-005056801da1-f5bdc51a-a39f-e311-9503-005056801da1,f5bdc51a-a39f-e311-9503-005056801da1,4dbec51a-a39f-e311-9503-005056801da1,Read a pictograph (1 symbol = 1 object),Read a box plot,DISTINCT,0.9,0.38999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-c1d97f7b-684f-4921-91f3-9f7ff30279f4-ef7b3141-0b79-4ad0-9a98-4c644ff925a9,c1d97f7b-684f-4921-91f3-9f7ff30279f4,ef7b3141-0b79-4ad0-9a98-4c644ff925a9,Use temporal words to signal the order of events in first-grade narrative writing,Use transitions to signal time shifts in seventh-grade narrative writing,DISTINCT,0.9,0.45999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-b25a00f4-468a-484d-973d-16d56ef78edf-fbbdc51a-a39f-e311-9503-005056801da1,b25a00f4-468a-484d-973d-16d56ef78edf,fbbdc51a-a39f-e311-9503-005056801da1,Read an object graph,Read a multi-category tally chart,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-f5bdc51a-a39f-e311-9503-005056801da1-fbbdc51a-a39f-e311-9503-005056801da1,f5bdc51a-a39f-e311-9503-005056801da1,fbbdc51a-a39f-e311-9503-005056801da1,Read a pictograph (1 symbol = 1 object),Read a multi-category tally chart,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-05931362-6d45-4773-9cb6-4cc4569adbdd-2716e1b1-5870-432d-bbe8-cc2fedf4be33,2716e1b1-5870-432d-bbe8-cc2fedf4be33,05931362-6d45-4773-9cb6-4cc4569adbdd,"Use dialogue to develop experiences, events, and/or characters in seventh-grade narrative writing","Use dialogue to develop experiences, events, and/or characters in eighth-grade narrative writing",DISTINCT,0.9,0.48000000000000004,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-03bec51a-a39f-e311-9503-005056801da1-98117de8-1e18-4dca-8838-a4d2b4eb978f,98117de8-1e18-4dca-8838-a4d2b4eb978f,03bec51a-a39f-e311-9503-005056801da1,Answer a question using information from a picture graph (1 symbol = 1 object),"Answer a question using information from a bar graph with a y-axis scale by 2s, 5s, or 10s",DISTINCT,0.9,0.33599999999999997,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-00b80d5b-d322-4806-9d78-2629961e9aef-fabdc51a-a39f-e311-9503-005056801da1,00b80d5b-d322-4806-9d78-2629961e9aef,fabdc51a-a39f-e311-9503-005056801da1,Generate and answer questions using information presented in a picture graph or bar graph,Answer a question using information from a bar graph,DISTINCT,0.9,0.30000000000000004,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-558c10db-6b9f-491d-a8ee-236525ed7959-98117de8-1e18-4dca-8838-a4d2b4eb978f,98117de8-1e18-4dca-8838-a4d2b4eb978f,558c10db-6b9f-491d-a8ee-236525ed7959,Answer a question using information from a picture graph (1 symbol = 1 object),Answer a question using information from box plots,DISTINCT,0.9,0.32999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-cee82c62-86c3-437d-a1a8-aa75a229fbfd-fabdc51a-a39f-e311-9503-005056801da1,cee82c62-86c3-437d-a1a8-aa75a229fbfd,fabdc51a-a39f-e311-9503-005056801da1,Answer a question using information from an object graph,Answer a question using information from a bar graph,COMPLEMENTARY,0.5599999999999999,0.522,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-175f65db-8c6c-4ad6-8103-5ec4788ed964-3bbec51a-a39f-e311-9503-005056801da1,175f65db-8c6c-4ad6-8103-5ec4788ed964,3bbec51a-a39f-e311-9503-005056801da1,Use a picture graph or pictograph to represent groups of objects (1 symbol = 1 object),Use a histogram to represent data,DISTINCT,0.9,0.44999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-1a2f6763-43b5-405a-9f42-2171e6d4e3aa-24247029-47c9-4f98-aa35-485f99b746c7,1a2f6763-43b5-405a-9f42-2171e6d4e3aa,24247029-47c9-4f98-aa35-485f99b746c7,Organize and represent data with up to four categories,Collect and organize data with up to six categories,DISTINCT,0.9,0.48999999999999994,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-98117de8-1e18-4dca-8838-a4d2b4eb978f-fdbdc51a-a39f-e311-9503-005056801da1,98117de8-1e18-4dca-8838-a4d2b4eb978f,fdbdc51a-a39f-e311-9503-005056801da1,Answer a question using information from a picture graph (1 symbol = 1 object),Answer a question using information from a tally chart,DISTINCT,0.9,0.4842857142857143,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-40bec51a-a39f-e311-9503-005056801da1-50334c9c-a69f-e311-9503-005056801da1,50334c9c-a69f-e311-9503-005056801da1,40bec51a-a39f-e311-9503-005056801da1,"Determine the type of conflict present in a story (e.g., person vs. person/self/nature)",Determine the mean of a set of data,DISTINCT,0.9,0.27,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-b25a00f4-468a-484d-973d-16d56ef78edf-f2bdc51a-a39f-e311-9503-005056801da1,b25a00f4-468a-484d-973d-16d56ef78edf,f2bdc51a-a39f-e311-9503-005056801da1,Read an object graph,Read a picture graph,COMPLEMENTARY,0.5599999999999999,0.52,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-39bec51a-a39f-e311-9503-005056801da1-cee82c62-86c3-437d-a1a8-aa75a229fbfd,cee82c62-86c3-437d-a1a8-aa75a229fbfd,39bec51a-a39f-e311-9503-005056801da1,Answer a question using information from an object graph,Answer a question using information from a circle graph using percentage calculations,DISTINCT,0.9,0.3514285714285714,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-05931362-6d45-4773-9cb6-4cc4569adbdd-299e223b-8b4c-43dc-ab4a-6993564eb1e9,299e223b-8b4c-43dc-ab4a-6993564eb1e9,05931362-6d45-4773-9cb6-4cc4569adbdd,"Use description to develop experiences, events, and/or characters in seventh-grade narrative writing","Use dialogue to develop experiences, events, and/or characters in eighth-grade narrative writing",COMPLEMENTARY,0.5599999999999999,0.5700000000000001,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-3885dffd-a47f-43ce-ace3-3e5a8f2e3544-e2f4d211-5f21-4bfc-b897-fafe0f00a74e,e2f4d211-5f21-4bfc-b897-fafe0f00a74e,3885dffd-a47f-43ce-ace3-3e5a8f2e3544,Use transitions to sequence events in seventh-grade narrative writing,Use transitions to signal new settings in eighth-grade narrative writing,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-0ba81555-5e32-48bf-83cd-cbbed33c2612-4e9858e9-9d72-4250-a6c5-a8486d621541,0ba81555-5e32-48bf-83cd-cbbed33c2612,4e9858e9-9d72-4250-a6c5-a8486d621541,Describe feelings in second-grade narrative writing,Describe part-part-whole relationships for numbers up to 20,DISTINCT,0.9,0.24000000000000002,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-bd9e3723-f10f-4d8b-a747-971934495242-e4f69ba5-9d42-404d-8a6c-0aa17f7594b9,bd9e3723-f10f-4d8b-a747-971934495242,e4f69ba5-9d42-404d-8a6c-0aa17f7594b9,Establish a setting and situation in eighth-grade narrative writing,Establish and maintain a consistent narrative perspective in eighth-grade narrative writing,DISTINCT,0.9,0.36000000000000004,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-e4f69ba5-9d42-404d-8a6c-0aa17f7594b9-ec694b5e-0d21-4b67-a92b-54a14d8ae87e,ec694b5e-0d21-4b67-a92b-54a14d8ae87e,e4f69ba5-9d42-404d-8a6c-0aa17f7594b9,Establish and maintain a consistent narrative perspective in seventh-grade narrative writing,Establish and maintain a consistent narrative perspective in eighth-grade narrative writing,COMPLEMENTARY,0.5599999999999999,0.6000000000000001,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-f2bdc51a-a39f-e311-9503-005056801da1-f5bdc51a-a39f-e311-9503-005056801da1,f2bdc51a-a39f-e311-9503-005056801da1,f5bdc51a-a39f-e311-9503-005056801da1,Read a picture graph,Read a pictograph (1 symbol = 1 object),DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-7ca4912b-6987-425c-aa51-1aaf8a31e3a7-806de533-b3b6-4c8f-a55b-a8f9817beb51,806de533-b3b6-4c8f-a55b-a8f9817beb51,7ca4912b-6987-425c-aa51-1aaf8a31e3a7,"Explain how different types of characters in a story (e.g., static, dynamic, protagonist, antagonist) influence the plot",Explain the meaning of the length of a bar in a bar graph or the number of pictures in a pictograph,DISTINCT,0.9,0.21000000000000002,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-0eaba9dd-ec3f-4117-9de0-7f9834c371ab-43e12150-69ef-4beb-a799-9dbca036639d,0eaba9dd-ec3f-4117-9de0-7f9834c371ab,43e12150-69ef-4beb-a799-9dbca036639d,Use words to signal order in second-grade narrative writing,Use transitions to signal time shifts in eighth-grade narrative writing,DISTINCT,0.9,0.46499999999999997,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-3885dffd-a47f-43ce-ace3-3e5a8f2e3544-a072d817-17d7-491e-81b2-f23fdf9ab821,a072d817-17d7-491e-81b2-f23fdf9ab821,3885dffd-a47f-43ce-ace3-3e5a8f2e3544,Use transitions to signal new settings in seventh-grade narrative writing,Use transitions to signal new settings in eighth-grade narrative writing,COMPLEMENTARY,0.5599999999999999,0.6000000000000001,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-1a2f6763-43b5-405a-9f42-2171e6d4e3aa-e7a3bfaa-479d-e311-b77c-005056801da1,1a2f6763-43b5-405a-9f42-2171e6d4e3aa,e7a3bfaa-479d-e311-b77c-005056801da1,Organize and represent data with up to four categories,Organize and represent data with up to three categories,COMPLEMENTARY,0.5599999999999999,0.6000000000000001,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
